,rating,reviews
79,3.0,"Poor Bluetooth connectivityI'm an average height individual. When I connect Rokerz 370 and put my phone into my pant pocket, the connection to the headphone gets disrupted. I have to hold the phone in my hands and close to the headset to re-establish Bluetooth connection.I feel cheated because of this."
80,3.0,Broken in just 3 monthsSize is too small as compared with Mi headphone. Sound quality is good but cheap plastic. Broken in just 3 months.
81,3.0,"Gives a headache after 15-20 min usageDecent for the price, even at max extension is tight on the head and can't be used for long, hoping it loosens up soon and this stops, buttons are a little tacky, sound is okish"
82,5.0,"Fantastic productI found this product durable and good quality.I ordered this for my laptop, which not suites but it's working great with others devices like mobile and tab..  And I enjoyed it's quality of sound.. Recommendable 😀"
83,3.0,Good for the price paidReally good purchase for the price paid. Satisfied with the build quality and sound is okay. Bass is good not very heavy... satisfying.Connectivity with different devices are easy.
84,5.0,Awesome battery must go for it.Bass quality-4.2/5Sound quality-4.8/5Connectivity-5/5Battery -1000000/5Overall- 4.7Mic quality-2/5Noise cancelling -1/5Recommended 👍👍Go for it better than 450Note- not good for calling purposesBattery lasts for 8 days used 2-4 hour daily use
85,5.0,"VERY EXCELLENT PRODUCT TO BUY WIRHIN 1000 TO 1200The media could not be loaded.
                



 As along product os excellent as compared to any other company productsBATTERY- LAST LONG 8 TO 10 DAYS IF IT IS 100%QUALITY- VERY GOOD PRODUCT TILL DATE FROM JANUARY 2021 IT LAST LONG 1 YEAR OR MORE EXPECT FOR MEYOU GET 1 YEAR WARRENTY CARD TP THIS PROFUCT BUT IT NOT NEEDED BECO'Z IT IS VERY GOOD PRODUCT AND WORKING FOR ME FROM 1ST JANUARY 2021 ALMOST 1 YEAR"
86,5.0,Nice product!!Nice product!!! Awesome quality
87,3.0,"Good product but needs improvementAll the things are good.but the only annoying thing is that whenever you lower the volume less than 50%,one side of headset stops working for some seconds.this is the case only when you connect with bluetooth.above 50% it works totally fine.no issues while using aux cable even if you decrease volume below 50%..bass is good..overall good product but needs improvement in bluetooth connectivity mode."
88,5.0,Boat headphones  always rockerz .I was ordered 22 may I got 23 (prime member)  come to headphones  this price tag very good headphone.  Bass  triple vocal  awesome. Boat  never disappoint  u.  Spcl  for bass. No ear pain after  long use. I got 1099. Flipkart charge1399. U decide  where to buy..
89,3.0,"Uncomfortable after sometimeCons.1.Uncomfortable after using over 2hrs2.Build quality is cheap, plastic might break if not careful3.Minor connection problems4.No mic btwPros.1.Good sound quality, bass is just good2. Battery life is good even if you use on full volume3.Padding is soft but still not for extended periods of time4.Worth the money spent if you want ""cheap but good"" headphones"
90,5.0,"Awesome headphoneThe media could not be loaded.
                



 Excellent experience with this boat headphoneAll aspects are good"
91,2.0,Quite Uncomfortable to wearWith around  20-30 mins of usage my earlobes started to hurt a lot these headphones have a very sung fit which apparently makes them  uncomfortable to wear but the sound quality is quite good for the price I am going to return the item inspite of the sound quality consider buying an over-ear headphone if you are going to use it for a long time or if you have a large head .
92,1.0,"Not good qualityBattery is good but as compared to other headphone, this sound quality is not good. Feels irritating when you sit on online classes.I suggest better go with 450 boat headphone.This one is very poor. My 450 boat headphone broked as i stepped in it badly. So, I bought this one.Please don't buy this if you can invest little more buy 450, as it's really comfortable"
93,5.0,"Overall a good productLiked overall quality of the product. One peculiar thing is that after every use of connecting with the mobile,  few ads in Chinese started appearing on Google  news site. Also alibaba.com ads also were seen. This problem got eliminated when I connected headphones with wires to my computer. Now it's okay to use. Battery life is very good. It can last for couple of days for a limited use."
94,4.0,"Warranty laptop is awesomeHead phone is awesome  but after wearing for 30 min ,ears will start to pain ,,but after removing the head phone 30 second , its good to wear again,,, to need to worry to about warranty there is 1year warranty , and also warranty card is given and there is no on the card ,if u give miss call u can register for warranty , connect with laptop and mobile is amazing ,,, it's also best for running and exercise"
95,5.0,"Totally happyIt's the best headphone I've ever used. It has got more bang for only a few bucks. Pay low, get great audio. High fidelity sound, beautiful build, value for money!!"
96,1.0,"I am very disappointed that one speaker pad is already broken when I open itThe media could not be loaded.
                



 Bad quality one speaker pad is already broken...I  fix it with feviquick"
97,3.0,Dissatisfied from boat atleast 450 is better than this.Sound quality and build in quality is too bad at 70 to 80% volume left ear's speaker starts shaking and there is too much distortion it seems like someone is hammering on you left ear and not at all comfortable. One good thing it's very light because they have used only plastic which can  easily break.
98,3.0,"Sound quality to improve, cable quality lowSound quality is average, only advantage is converting to use as regular head phone when BT battery drains off. Certain other boat products have better sound quality. Chord given for 3.5 mm jack is flimsy, better quality aux cable should have been give"
99,3.0,Headphone broken by slight forceProduct is good but strengthwise product is too fragile. It got broken while wearing it with normal push.Don't buy this product. Earlier I read similar reviews but still went for buying due to brand name but now I suggest everyone reading this review not to go for it.
100,3.0,"The earcups aren't big enough and you can't wear it for more than one hour.Superb voice quality and noise cancellation,mic is okay.Sound quality- 4.5/5Noise cancellation- 4/5Mic- 4/5Comfort- 2/5Ears will start paining after sometime for sure, they're not comfortable,buy only if you have small ears.You can't use mic in aux modeRange- 20 metres across the wallsBattery life- 10 hours at full volumeAux cable quality is average"
101,1.0,Worst product I have  ever boughtWorst product I have  ever bought its slider got broken from just falling from a very much little height only its build quality is very bad and sound is decent not very good and I am trying from last 3 weeks to get replacement but boat after sales service is very very bad or worst I can say I will recommend you to invest some more money and buy sony headphones because there build quality is also very good and their aftersales service is the best
102,1.0,"Bluetooth stoped working after 2 days of buying.Worst product I've ever bought in Amazon.The Bluetooth stoped working after 2 days, so I ordered a replacement, and the replaced product's Bluetooth also stoped working after 6days. It's unfortunate that I lost the box with garuntee card, I can't even change the product or ask for refund.Regarding sound, it starts breaking at hight pitch. You may have a hard time wearing it for more than 30 mins."
103,2.0,Avg productMany time...the other person cannot hear our voice through headphones....many times v r not able to hear there voice...so needs to reconnect ...it shws disconnected even if its connected...
104,5.0,terrificits sound is very good its not noise cancellation but deep bass is so good that you will feel noise cancelation feature I prefer this headphone to music lovers and online studies and you can connect with aux cable and bluetooth.Note: if your network is slow or weak the headphone will not give a good sound
105,5.0,Go for itTruly good productNice sound qualityIt has wire also to connect headphones to laptop/phone so that if the device has not bluetooth function you can connect headphones with the device
106,1.0,Don't buy this it is totoal waste of money.After using for 2 months it started disconnecting from bluetooth automatically.And the material is also of very low quality.Mine headphone broke when I was trying to wear it and when asked for servicing they said that the sound is comming and we will not do anything.Cheap quality.Buy some other headphone of boat only but don't buy this one.Total waste of money...
107,5.0,Value for moneyGood product under 1000First one in 999 and second one in 799In a weekAnd battery backup is awesome for studyAnd also good for listening music.
108,1.0,"Not at all a durable productFirst the audio jack gave trouble and then I started using the Bluetooth mode. It's now dead in 1 week of usage. Good sound quality not at all durable, bought in July 2021. Not recommended"
109,4.0,"Not comfortableNot comfortable to use as the cushion pads presses the ears tightly so that you will get irritated just after 10 mins of use. Better to go for the ones which has bigger ear pads, so that it covers your full ear. There is no return policy also, so I couldn't return it. Better not to go with this. Sound and build quality is ok."
110,4.0,"a boat wireless headphone is good choice - it gives me around 12 hrs playback on full charge ,Well over all its good choice and good looking at this peice rangeBut some times it just stops working and just didn't switched on even after pressing the power button for a long time also the cushion paddingbis not soft so it causes pain in my ear after prolong use , and there are better choice in the market"
111,4.0,Average all rounderIt is very good i mean the sound and all it good at this price range. But its build quality is not upto the mark and it may break easily on the edges and most importantly the charging point and aux cable are creating few problems in the device but in some device they perform okay. So it have some problems but at this price range i think it is okay.🙂
112,1.0,"Don't work with mac and ear hurts in short period of timeWhen i got it then that day it was working completely fine with macbook using Bluetooth but now no matter what i do it doesn't connect with Bluetooth to my mac, have to use wire which limits me to sit in my chair, however the Bluetooth works fine with android device. and the ear hurts after using around half an hour. i don't say product is bad but these two things are not working me."
113,1.0,Worthless wired headphoneRechargeable battery dies contantly.  The microphone does not work.  It is just a wired headphone with ordinary sound.  Just deception.  Worthless junk.
114,1.0,"Very uncomfortable within 1 hr use. Don't buy!The only good thing about these headphones is average sound quality. Nothing to boast of. The major issue is that they are VERY uncomfortable. They dont fit your ears and they would give immense pain within an hour of constant usage. That said, they can't be returnable or replacable. I feel like its a waste of 1000 Rs."
115,1.0,Ok but don't buy read this firstI tell you guys don't invest money on this buy air pods or air buds because I have used it for 6-8 months all good but the strips from where we extend the headphones that is of very low quality and that's the main thing... And mine got broken one time while opening one day.... I managed and applied feviquick but it got boked again within a week so don't buy... Invest in air buds
116,4.0,"Good in this price range.If you're in search of device under ₹999 then you must buy this. The overall performance is very good although you can't use them more than 2-3 hours continuously as it starts a little pain on your ears so yes can only watch a movie upto 2:30 hours 😂😂. The connectivity and range is best, you can hear all sounds clearly with bass."
117,3.0,"Not as expected as well as satisfactorily.The performance of the Headphone is not as expected to be. The bass of the Headphone is not satisfactorily. In my order, after delivery, I replace the same, as Return option was not there. Then, after 2nd delivery, I have been fortunate to get the option for returning the same. Also have been refunded without any hassle.Thanks to amazon for hassle free refund."
118,4.0,Great DealEverything Is Great But The Sound Quality Can Be Much Better …..But Overall Impressive And Bass Is Also Great ……If You Are Considering Buying This For Gymming And Exercise And Kind Of Other Such Purposes Then Do Buy It …..But If You Are buying For Gaming Please first And Have Some Other Choices Too  Because Of Latency Rate …..That’s All
119,2.0,Got in bad conditionThe box I received was little bit damaged. These headphones are attractive but build quality is poor.Aux cable sound is horrible. Very less weight and poor build quality.These headphones cannot be used for online classes as it will pain in your ears. The earcuffs will not cover your ear properly and clamp force is very much.Its not worth buying.
120,3.0,"Good for musicProduct is good for listening music, i needed Bt headphones for official calls and it does not seem to support calls at all, other personl is unavle to hear the voice when these headphones are on."
121,1.0,pathetic product and servicesPathetic product and service. Flip got broken within 3 months and when i went to service center they said it wont consider under warranty and when i asked to repair by taking some charge they denied to do that as well. It means if you buy boat product and it got broke for any reason in one day then u just have to through your product into. Dustbin. DO NOT BUY BOAT ANY PRODUCT
122,4.0,"Good quality but careful with The charging port.It's been a year since I have been using this and it had no problem when it arrived. Last month or so the charging port came lose. I think this was damage done on my part, however I still advise to be a little careful with the charging port. I gave it to company for repair as it was still under warranty and they repaired it without any cost. Other than that no problem at all."
123,4.0,Perfect sound but it could be better.This is a very good headphone to use. Everything with the sound is top class.Just the build quality could elevate it to a better standard.Otherwise it's quite good!
124,5.0,Good headset but battery backup is not great if 10+ hours usage per dayNeeds nearly every day need to charge if 10+ hours usage per day. Specifically in WFHome scenario. In Ubuntu sometimes having issues with this. Windows it's super cool.
125,1.0,Not a good product should be bannedI brought this product for the second time but this time it broke in 10 days. Request Amazon to Ban this product. There is no product warranty. The customer complain does not revert back.
126,4.0,"A good product.......As I am using these headphones for one and half month,it's a great product at this range. But only one problem is the connectivity.Thats why I'm giving 4 stars. Or else it's a good product."
127,3.0,"One of the best one ever I used, such a fabulous oneFirst I recieved without sealed pack, and sound quality also I don't felt good, also I am using iPhone 7 plus I tried a lots to connect with  Bluetooth , all the time I failed, but it is connected easily with Android phone, finally I returned the item and within 2 days I am recieved the other piece , no words friends it is owesome.. BOAT hattsoff ✌🏼"
128,4.0,"Average product quantity.Sound quality is nice.Not comfortable for ears. Can't hold it for more than a hour.Product quality is average, especially plastic strips."
129,1.0,WASTE OF MONEYvery bad sound quality. ordinary earphones are very much better than this. I am trying to return the product but the seller is replacing it. I wasted 1000+ rupees on it. u do not waste ur money.
130,4.0,"Elegant lightweight good for kids..Good for students doing e-classes. Lightweight, elegant..wireless and wired (with Aux)...good specs in price range....Just check size for figment on head...was perfect fit, for my son, but didnt cover my ears fully...But since it was purchased for him, I have no concerns...He is now a BoATHead 🙂Overall good product !!"
131,4.0,"Bluetooth is Not workingI was purchased this headphone on 24th August 2021. But Last Some days its Bluetooth Not Working, I Am Facing lots of Problems From last Some Days and I want to Exchange the product. I was not Expected This from Authentic Brand (Boat) I am Very Disappointed So I want You to Figure Out This Problem and Resolve It ASAP."
132,1.0,Frequent disconnection.Sound aint loud. Bass is ok. Connectivity issue is bigger problem.
133,3.0,Sound good but star hurting your ears after sometimeGood sound but can't use for very long time. It's starts hurting your years after 30 min of use.If you have low budget the go for this or else spend 1000 bucks more and you'll get a far better product.
134,4.0,The sound quality is not as expectedThe sound quality is not as expected. Some crackling sound in background while listening on Bluetooth and air input.
135,4.0,"Great Product OverallOn high bass, the voice seems to crack a bit. Would bother if you are extremely particular voice at high levels. Else a great product!! The battery life is significantly good in the price range this product is available and the facility of connecting through 3.5mm jack is something not available in this price range."
136,4.0,Size of hair band cud b n inch moreBattery backup superb.Apart from size issue the rockerz has no problem.When u take it off ears n tend to snug around neck the band seems to be tight around neck n for that u have to hold it off ur neck...Size cud be an inch more..size means size of interconnecting band between two ear phones even after full stretch
137,3.0,Uncomfortable to wear for long timeGreat product but need some improvement in noise cancellation and material.Should me made more comfortable to wear.
138,2.0,"Broke within 1 month of useSound is good, but build quality too bad.... broke off in a month... dont know now wat to do with it , cant return it too"
139,2.0,Frequently disconnects from MacGood earphones but it keeps disconnecting from my macbook - possibly due to an issue with Mac bluetooth but I am unhappy that I have a product that does not work for me
140,4.0,Very poor products and very poor qualityThis product is very poor and this company is not properly amount timely return to costume against rejected products.False company and product
141,5.0,GODLY BATTERY BACKUPI haven't charged this thing since 4 days now. Its still at 60% and i use it every night for around 6 hrs or so during sleep. Perfect for noise cancellation if you have a society of barking dogs after midnight lol.  On a serious note the audio outputs coming out are decent
142,2.0,"Support strip BrokenI am using this Bluetooth for the last 7 months, sound quality is good. A few days back support strip got broken and now it is not usable. The boat should use quality material at least for their brand image. I am trying on their customer care centre for replacement but there is no revert to calls."
143,3.0,It is not having the features which is mentioned on product.It is not having the features which is mentioned on product. Mostly you are not able to connect both mobile and laptop at the same time. And if anyhow some time it's get connected then. If you get call or if you watch any video or songs the voice/sounds gap comes  or sounds distorted.
144,1.0,"Cheap product, build quality is very poorThe plastic use is really poor, pls do not buy it as it's only have replacement policy which is not recommended... Really cheap plastic use.. any hard push will break it istant"
145,4.0,Very nice Sound qualitySound quality very nice. Bass is superb. Not good for calling. Bluetooth connectivity range is very less. But sound is very nice as compared to other.
146,4.0,"Product is above average. Its a great product for the price range.After using it for 2 3 days, I feel like it's a good product in the price range. Sound is great, Bluetooth connectivity is good, battery performance is great. But the design isn't much ergonomic. My ears starts to pain after 30 40 minutes."
147,4.0,Good but Not best ....Good sound in low and medium volume.....but worser in high sound..... overall okey....Then I order for replacement and got a used product along with missing components.....  its totally fault of Amazon......
148,2.0,"Just over an averageThe fitting is very comfortable to ears, the only thing that i found inappropriate is a ""balanced-sound"". It was about the ending of the 2020, on December 22nd, i have ordered ""boat 350"" Headphones🎧 after scrutinizing it's sound I found there was total imbalance of bassness."
149,1.0,"Product quality is very bad in terms of strength and durabilityThough sound quality is good but product quality is bad as broke without any physical stress or impact. Though product is in warranty period, but unable to reach to nearest service station over phone as both given nos are non functional."
150,3.0,Just ok for the PriceProduct is Ok for this price.But can't use more than a hour continuosly..Ear cushions are not that good
151,2.0,"Bad clarity and ComfortTerrible Clarity , not comfortable as well, just looks, good for only normal use, any amateur sound enthusiast would also hate it"
152,4.0,Satisfying productI'm a student so I really needed this bcz there is so much noise in my house so I couldn't concentrate but this product helped me so well..😇but one thing I dislike about this- my ears start paining if I wear it more than a hour... but overall I'm satisfied with this product ♥️😊
153,2.0,Doesn't fit inThe size of ear pads is too small...it hurts my ears
154,5.0,"Awesome productBought it fir my 12yr Daughter and she loved it, looks stylish and good sound quality at a reasonable price"
155,5.0,"Nice product nice colour 👌 everythingThe media could not be loaded.
                



 I like the packaging of the product  and colour of product plus it is light in weight plus the way it is packed I used it's wrapper to cover my book bcz as a student I though why I should waste any thing if it can be use # eco-friendly #🙏🇮🇳"
156,1.0,Boat Is waste and 3rd Class ProductI did not like anything in it .  Boat Rockerz 370 is waste.At the 1st Day only  The left side of the Headphone was  not working . No manual and no warranty card was given . They have given me a dummy piece .
157,4.0,Ultralight Headset To wear whole day!!Product is absolute in terms of quality sound and battery. One thing to notice is headset is so Light weight that remains unnoticed and releif when you wear it. No Cons now and Could go for it... i got it for 1099/-😊 where It went for 1499/-on amazon the next day and already out of stock for 2999/- on boat🙀
158,3.0,"Good one for watching moviesThe product is very good for the price.  But for the mic, i feel , should have been better as the other person cannot hear what i say clearly"
159,2.0,"Sound is good, but very tight on ears.The media could not be loaded.
                



 Sound is good. But, after a 10-20 mins that tightness would start making one uncomfortable. Especially, if you have specs (I do), then there will be red marks on your ears because of the tight fit. It is that tight. Boat, do something about this please."
160,3.0,Nice productSound and bass are well definable for such price the only thing why i returned it is I can't wear it for more than 30 mins at a time because its on-ear type and my ears start to hurt after certain period of time after wearing it
161,5.0,Great productThough bass and noise cancellation are a bit lagging. The value for the amount given is extremely good.
162,5.0,Value for money... Good product in this rangeIt fulfills value for money in this range... If you want something in this range.. Can definitely go for it... The battery is upto 7-8 hours... And the material used is also of a good quality...You can choose it in this range
163,1.0,"Very bad built quality headphoneVery bad and cheap quality plastic used, Please do not order by the looks of the image given on the site. choose something other headphone and keep this as last to last option"
164,1.0,"Empty boxThe first time we ordered it,one of the headphone cushion was not attatched and when the replacement came, the box was empty.The seal is still attached because there's no reason to open an empty box.Did not expect this to happen and our money and time was pretty much wasted.And we won't get our headphones back either."
165,5.0,Highly recommendedReviewing after using 6 months.Sound quality - AwesomeNoise cancellation - GoodBass Quality - Good
166,3.0,"Quality check missingSound was good only the wi fi was not able to get connected ,some defect in the piece had to return."
167,5.0,Budget FriendlyGot it in very good price of rs890... totally paisa vasool.. at this point.. its very good.. nice battery backup... decent bass and treble
168,5.0,"GREAT PURCHASEALMOST 5 MONTH, 10 HRS BATTERY BACKUP ON CONTNUES PLAY. FAST CHARGING, DURABLE QUALITY, SOUND QUALITY IS GOOD, GOD BASS AND TRIBLE. VALUE FOR MONEY."
169,4.0,"Sound in both ears!??Everything is happening here okay BUT When i use the headphone without connecting bluetooth ,i mean with Keble wire then only left ear have sound, i checked many times but with wire there is no sound on right ear... This is something i didn't want... Maybe for this reason i should return it or not? Feel puzzle! This is not fair."
170,2.0,Good product but disappointing Company Service and trust..I bought it three months ago and it was really a nice product but now it started making some sound and vibrating problems..For that I sent it to customer care and now I have received my headphone without my accessories... It's really disappointing from a multinational Indian company.
171,1.0,As per the name the product is not worthWe have just bought the product but the product is not up to Mark the bluetooth is not working and from today the voice is not also coming from the headphone wire connecting to the phone they bought this product in 6th October and since it is a brand we would like to exchange the product are refund
172,3.0,"Bass not so good, audio latency issueVoice breaking while on call with bluetooth connectivity,Bass is not so good  hearing on full bass sound is cracking,Audio latency is much higher in case of gaming (while connected with bluetooth)will not recommend to buy ."
173,4.0,"Simply Amazing in Budget !!I am using it from past 2 days, it's amazing product by Boat.Earlier i was using the boat wired earphones which is still running bdw, sound quality of this headphone is good, youth connect swag is there, i love it & recommend others to buy it. 🙂"
174,1.0,Wires are loose . does not workThis is not good quality .you will waste money buying the product . this will not work more the 2 months . the wires will come loose and it will stop working .
175,3.0,"Value for moneyThe pros :1. Sound quality2. Build3. PriceThe cons:1. Bluetooth connectivity and pairing - If you have connected to only one device and want to add a new device, you will have to restart the headphones to pair again , which isnt convenient2. The mic sound is feeble and doesnt pick up the voice very well."
176,1.0,"Don't waste your money.. Cheap quality plasticCheap quality plastic is used in the bands of the headphones. Mine broke don't know how in just 3 months. And I tried to get in touch with the company for replacement or repair, got no reply from them. My money got wasted."
177,3.0,"Go for it if u didn't use any good quality headphones or go for another this isn't a good oneSound quality in mediocre,bass isn't that great but for the price of 899 I guess it's ok if u need one ,battery life is great worked for 10hrs on full charge,build quality isn't great,i have a feeling it is going to snap qt any time based on its angle"
178,1.0,"Worst headphoneWorst quality sound. There is no bass at all. Only good thing about this headphone is it looks good. If you are buying it to listen to music, just don't bother. A 600 rupees headphone bought from a local shop produces better quality sound."
179,5.0,"Best MicThe media could not be loaded.
                



 Mic good I have given honest review in the youtube video on Technical Dileep youtube channel"
180,3.0,Awesome HeadphoneHeadphone looks good..Sound is crystal clear but Bass is limited..Good sound with low bass.Bluetooth connectivity is good.Overall Product is good but if u are looking for High bass and woow sound headphone surely this is not the one ..Price is also high as compared to competitors product...This product should be under 1000..
181,5.0,"BEST EvER✨💥🔥When coming to design I really love this😍 and when coming to bass it is excellent ⚡. Light weight ✨. Flexible 💖. If u ask me cons I can say its an on ear headphone its not a matter if u not wearing eyeglasses. But if u ""wearing glasses"" then it may little bit irritating coz ""its on ear""."
182,3.0,"Bad mic, sound gets cut off.It has good sound quality, but it often gets cut off on one ear or both of them. The mic isn't that great either, I'd even go as far as to say that it's terrible, actually. Nobody hears anything unless you're screaming, it's just strange."
183,5.0,"Good headphone for it's price range!!Good pair of headphones for the given price range!! Compact and easy to carry since it's foldable. Decent bass and noise cancellation levels. One minus would be the aux cable is too thin, don't think it will last long. Anyways a good buy."
184,2.0,The product was damagedThe design looks sleek and pretty! The packaging was also good but the product inside was damaged. I have applied for return! I am a long time user of boat products but this is the first time i am receiving a damaged product. Disappointed
185,3.0,"AverageFor a boAt product its quiet cheap. But the thing is that after buying it, within 3 months I'm facing issues with it. The main issue is that when I lower the mobile volume below 50% suddenly both sides of the headphones stops working. So I had to always put the phone volume above 50%"
186,5.0,Super bass. Excellent Vocals. Perfect noise cancelation. Super performance.Super and clear Bass. Vocals are fantastic. Noise cancelation is perfect. Overall sound is excellent.  I love this product. Value for money.
187,2.0,"Genuine Reviewing after a weekSee in starting it was working good but after some time sound quality get poor and poor. Bass is not there. Bluetooth connection is weak don't go if there is written 5.0v Bluetooth,useless.See I am a music lover but it starts paining after 10 or 15 minutes."
188,4.0,GoodThe product is a little small than what is shown in the pic inseterted by Amazon. Also it's important to note that this headphone is so fit that there won't be any air passage when it's kept on our ears. Technically the product is good and fine.
189,3.0,Increase your little budget and go for JBL betterRemove the boat tag and the product has no value.Normal soundUncomfortableYou need to be careful as built quality is weakIt just looks good on the neckNothing more ...Go for original guys
190,5.0,Satisfied buyNice product. Bought this product for my kid. The kid is satisfied and happy with headset. Value for money. Worth buying.
191,5.0,Headphone you would luv to keep on!Nothing to dislike. All likes. Very nice looking Ear Headphone without appendage mike for speaking (appended there itself) so very comfortable while interacting with anyone online
192,1.0,Very poor built. Not recommended.Made of Very poor quality plastic. Just a week old and the heat set is broken into two halves. We can't even repair it. Simply waste of money to invest in this product. Highly not recommended.
193,5.0,ITS THE BEST💯Go for it. Best headphone at this price. great sound quality and battery life. definitely recommend🙌👍👍
194,2.0,"Not that greatThe microphone used to work during initial week but now, it doesn't work. Bluetooth connectivity is weak.The sound quality is alright. I wish I could return it but isn't possible now."
195,3.0,"Kindly Don't buy , without reading my review....Don't buy this ,, just 1month used ,now it is brokened at the joint of adjustable ....poor quality...gud to hear ,not recommended to the person age above 14 or 15..if ur audio expert or lover ,it is 💯 waste products ,,sounds are just like that only..so don't wate ur money 💸"
196,1.0,"Bakbaas headphoneThe media could not be loaded.
                



 12 hours pahale headphone aaye or kharaab ho gyeMe use bhi nhi kr paya aache se 😕bekaar h ye headphone bakbaas"
197,3.0,Could have been betterMain issue with this product is that it starts heating very fast and sometimes it gets disconnected from the device and nothing can be heard.I feel uncomfortable 😔 in using this since my ears get heated within 15 min of wearing this.
198,5.0,long-lasting 💯The product was really outstanding and more battery Life more than the given limit. Sound quality was really Clear and smooth .excellent running .Use the cable for gaming for not getting lag in the sound operation a wonderful product from Amazon
199,1.0,! Not bestDont buy thisNot have good sound output ! Iam trying on creative G7 usb sound card !Now not using
200,1.0,"Not good quality as expectedWaste product waste of money,Not working in both ear suddenly stop sound in both ear.Working alternate left and right.Don't buy this product"
201,1.0,"Distorted Sound1. bass is so high that sound distort and hurts ear.2. ear pads are not soft enough. so that can't be used for long period.3. too tight on head. if wear specs while using headphone ,it will hurt ears.Note - don't buy because to low price"
202,5.0,Very comfortable.Amazing sound quality. Even with aux cable the sound is very clear.  Comes with noise cancellation when you are listening to something.
203,1.0,Bed quality and not worthNot worth and average sound quality not like these products too disappointing with boat
204,3.0,"if you're okay with settling for something moderate and mediocre, this is for you.The sound quality is pretty fine. That's the only thing I found pretty fine. The use of buttons on the headphones is not really convenient, not smooth. Your ears start to feel the pressure only after some time of using it. The bluetooth connectivity is okay, overall this device hasn't satisfied me."
205,1.0,"Suddenly disconnecting during the meetingIt is suddenly getting disconnected, used only for 2 days. It is not even pairing where the device is near to laptop.I am really disappointed to get this type of product from BOAT.I am looking for a refund instead replacement."
206,5.0,"Just Wah!!Just Wah.... Product is good, sound is good, battery back as described.Look cool"
207,2.0,"Not so greatProduct is nice with a good battery back up. But the Aux cable that I received is faulty. Also, if you use the headphones for more than 2 hours, your ears will start to hurt"
208,1.0,"The worst pair of headphones I've seen in my lifePlease don't waste your money on this garbage, please instead go and buy some Chinese knockoff headphones instead that'd be better. It's better to have no headphones then to have these headphones"
209,3.0,Sound quality is decent for the price but pairing is a bit unreliableThe sound quality is decent. Bass is not too much but quite clear sound. Pairing is unreliable. It worked with phone tablet and smart tv but not with a windows laptop. Overall OK in this budget. Call quality is decent too.
210,1.0,"Used product. पुराना पेल दिया।Got scratches on it. Its a used product, it got broken just in 1 month only i recommend not to buy anything from Amazon please.कोई हराम की कमाई नही है हमारी मात्र 1 महीने में ही टूट गया मिला तब से ही लग रहा था कि यूज़ किया हुआ है।"
211,1.0,"Waste of moneyCracking sound coming from it, headphone is not so comfortable. it doesn't work after connecting to pc, battery backup was the only thing I liked. Just don't buy it, my 4 year old sony headphone is better and comfortable than this"
212,5.0,"Perfect productIt's good... Sound quality is awesome, very adjustable.. battery backup is also very good.Sound 5/5"
213,5.0,"Awesome product !!!👌👌👌I am reviewing boat headphn after using since 2 months.In this price range it is very good headphn... sound quality very good.. appropriately set in the head..noise cancellation.primium finish...great deal.don't overthink, just go and press the buy option."
214,1.0,Automatically get disconnectedSound is good but it always get disconnected on low volume & if you are listening music and if any notification came then music automatically switch off....it will work properly for few days only after that it starts troubling.
215,3.0,"Not that good at bassPros:Good connectivityDecent sound clarityCons:Not that good at bass qualityIf you are buying this solely to listen music, then spend few hundreds and get a better model of boat.This head set has bass, but not enough for the die hard bass fans!!"
216,1.0,No response of warrantyUnhappy with Amazon.. At time of selling its Amazon promise.. And later no one to respond.I bought Boat Rockerz 370 in Feb 2021...it carry a 1 year warranty..Now it's Bluetooth is not working..Were to complain..Will Amazon help in this.
217,5.0,Great productGood sound quality. Battery life also amazing. Comfortable for wearing for short durations like 1 hour at a go.
218,1.0,"Poor quality material being used, cracked within 2 months of use.Poor quality material being used, cracked within couple of months. Earlier also the rubbers gave up."
219,3.0,Could ImproveIf you want to watch YouTube videos or listen to the songs then it is okay but if you are on a call the voice Quality is not that good
220,1.0,Boat is worst company.mic issue not good soundProduct mic is not working after 7 days of product purchase so I returned to boat company directly.product is picked on 4th May they are saying wait for 1 month not helping properly so don't buy product of boat company.they will pick your product but not give you back.making the coustomer fool.
221,2.0,"Not good for meetingsIts good when using wired, but its a total disaster when using Bluetooth(other side won't understand what we are saying). Don't buy this if you are looking for meetings or calls."
222,5.0,MUST BUY!I really loved this one guys because I am using this for 8 months and the charge retaining is very good I use 5 days once I charge and another thing the base is very good and sound vera level......Super headset I have ever seen.
223,1.0,"Don't buy itSometime one side of headphone stop working and it has to increase the volume so it start working, and this happens with me every 3 minutes ,it get very annoying, trust me I recommend don't buy it ,you will regret for it if you buy it"
224,5.0,"BrandingProduct is really nice, but the only stupidity they have done is Branding on the product. I think they shouldn't put their brand name on both the side, only the upper side branding is more than enough. I must say that marketing people are moron."
225,1.0,"Breaks off after 1 monthI bought this product and in the 2nd month of using it, it just broke. Didn't apply too much pressure didn't pull, nothing. It just broke off on its own. The left side of the headphone just broke off other than that it was really good but pretty bad if it breaks off this soon"
226,1.0,No quality check doneThe product was defective. Amazon should assure the quality check before despatch. Its not always making a sale its also about customer satisfaction.
